,Month,WeekOfMonth,DayOfWeek,Make_Honda,Make_Toyota,Make_Ford,Make_Mazda,Make_Chevrolet,Make_Pontiac,Make_Accura,Make_Dodge,Make_Mercury,Make_Jaguar,Make_Nisson,Make_VW,Make_Saab,Make_Saturn,Make_Porche,Make_BMW,Make_Mecedes,Make_Ferrari,Make_Lexus,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus_Single,MaritalStatus_Married,MaritalStatus_Widow,MaritalStatus_Divorced,Age,Fault,PolicyType_Sport - Liability,PolicyType_Sport - Collision,PolicyType_Sedan - Liability,PolicyType_Utility - All Perils,PolicyType_Sedan - All Perils,PolicyType_Sedan - Collision,PolicyType_Utility - Collision,PolicyType_Utility - Liability,PolicyType_Sport - All Perils,VehicleCategory_Sport,VehicleCategory_Utility,VehicleCategory_Sedan,VehiclePrice,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy_Liability,BasePolicy_Collision,BasePolicy_All Perils,,FraudFound_P
92,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,1,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,93,16,400,1,31,31,2,7,38,0,0,1,0,0,1,1994,0,0,1,,0
93,8,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,0,0,1,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,94,13,700,3,31,31,2,7,38,0,0,1,6,0,1,1994,0,1,0,,0
94,11,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,1,0,0,0,34,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,95,7,400,3,31,31,0,7,33,0,0,1,3,0,1,1994,0,1,0,,1
95,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,0,0,1,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,96,15,400,4,31,31,0,8,58,0,0,1,6,0,1,1994,0,1,0,,0
96,11,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,97,7,400,2,31,31,1,7,38,0,0,1,0,0,1,1994,0,1,0,,1
97,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,1,0,0,0,40,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,98,4,400,4,31,31,1,7,38,0,0,1,0,0,1,1994,0,0,1,,0
98,11,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,0,1,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,99,12,400,4,31,31,2,7,38,0,0,1,0,0,1,1994,0,0,1,,0
99,1,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,0,1,0,0,36,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,100,10,400,1,31,31,1,7,38,0,0,1,0,0,1,1994,0,0,1,,0
100,11,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,31,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,101,2,400,1,31,31,5,7,33,0,0,1,6,0,1,1994,0,0,1,,1
101,1,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,0,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,102,10,400,4,31,31,1,6,33,0,0,1,0,0,1,1994,0,0,1,,0
102,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,1,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,103,14,500,2,31,31,2,6,38,1,0,1,3,0,1,1994,0,0,1,,0
103,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,0,55,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,104,14,400,3,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,0,1,,0
104,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,1,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,105,12,400,4,31,31,2,7,33,0,0,1,1,0,1,1994,0,0,1,,0
105,12,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,12,3,0,0,1,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,106,5,400,1,31,31,0,7,33,0,0,1,1,6,2,1994,1,0,0,,0
106,8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,0,0,1,0,0,28,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,107,11,400,2,31,31,2,7,33,0,0,1,0,0,1,1994,0,1,0,,0
107,11,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,0,0,1,0,0,44,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,108,11,400,1,31,31,0,7,38,0,0,1,0,0,1,1994,0,0,1,,0
108,6,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,4,0,0,1,0,0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,109,1,400,1,31,31,1,8,45.5,0,0,1,0,0,1,1994,0,0,1,,0
109,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,0,1,0,0,40,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,110,16,400,4,31,31,0,6,38,0,0,1,0,0,1,1994,1,0,0,,0
110,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,0,1,0,0,0,23,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,111,4,400,2,31,31,2,5,28,0,0,1,0,0,1,1994,0,1,0,,0
111,5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,0,1,0,0,0,31,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,112,6,400,3,31,31,2,6,33,0,0,1,0,0,1,1994,0,0,1,,0
112,11,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,5,0,0,1,0,0,35,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,113,9,400,1,31,31,0,6,33,0,0,1,0,0,1,1994,0,0,1,,0
113,11,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,56,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,114,10,400,2,31,31,0,8,58,0,0,1,0,0,1,1994,0,0,1,,1
114,12,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,50,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,115,2,400,3,31,31,1,8,45.5,0,0,1,6,0,1,1994,0,1,0,,0
115,12,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,116,2,400,1,31,31,2,4,19,0,0,1,3,0,1,1994,0,1,0,,0
116,11,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,5,0,0,1,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,117,12,400,2,31,31,1,7,33,0,1,1,6,0,1,1994,0,1,0,,0
117,8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,5,0,1,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,118,4,400,3,31,31,2,6,33,0,0,1,3,0,1,1994,1,0,0,,0
118,11,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,1,0,1,0,0,0,68,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,119,9,400,3,31,31,2,5,66,0,0,1,0,0,1,1994,0,0,1,,1
119,12,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,1,0,0,0,16.5,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,120,7,400,3,31,31,0,0,16.5,0,0,1,0,0,1,1994,0,0,1,,1
120,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,1,0,0,0,16.5,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,121,8,400,3,31,31,0,0,16.5,0,0,1,0,0,1,1994,0,0,1,,0
121,10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,1,0,1,0,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,69001,122,12,400,4,31,31,0,2,23,0,0,1,1,0,1,1994,0,1,0,,0
122,6,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,123,2,400,1,31,31,5,6,33,0,0,1,1,0,1,1994,0,1,0,,0
123,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,0,0,1,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,124,1,400,4,31,31,5,8,45.5,0,0,1,0,0,3.5,1994,0,1,0,,0
124,2,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,1,34500,125,6,400,3,31,31,0,6,28,0,0,1,3,0,1,1994,0,0,1,,0
125,2,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,26,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,126,16,400,4,31,31,2,7,33,0,0,1,6,0,1,1994,1,0,0,,0
126,1,4,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,127,15,400,2,31,31,0,8,45.5,1,0,1,0,6,2,1994,0,1,0,,0
127,1,4,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,0,0,1,0,0,38,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,128,13,400,3,31,31,2,7,38,0,0,1,6,0,1,1994,1,0,0,,0
128,1,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,27,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,129,9,400,3,31,31,5,6,33,0,1,1,0,0,1,1994,1,0,0,,0
129,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,4,0,1,0,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,130,14,400,3,31,31,2,7,33,0,0,1,3,0,1,1994,0,1,0,,0
130,7,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,2,0,1,0,0,0,32,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,131,10,400,1,31,31,5,5,33,0,0,1,6,0,1,1994,0,1,0,,0
131,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,132,14,400,3,31,31,0,3,23,0,0,1,6,0,1,1994,0,1,0,,0
132,10,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,4,0,0,1,0,0,60,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,133,6,400,4,31,31,2,8,58,0,0,1,1,0,1,1994,0,1,0,,0
133,10,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,3,0,0,1,0,0,53,1,0,0,0,0,0,1,0,0,0,0,0,1,69001,134,12,400,3,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,1,0,,0
134,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,0,1,0,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,135,16,400,4,31,31,1,6,33,0,0,1,1,0,1,1994,0,1,0,,0
135,3,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,0,0,29,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,136,6,400,2,31,31,1,7,33,0,0,1,6,0,1,1994,0,1,0,,0
136,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,0,0,1,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,137,9,400,4,31,31,1,7,38,0,0,1,6,0,1,1994,0,1,0,,0
137,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,1,0,0,29,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,138,9,400,4,31,31,0,7,33,0,0,1,6,0,1,1994,0,0,1,,0
138,12,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,0,0,42,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,139,2,400,2,31,31,5,7,38,0,0,1,0,0,1,1994,0,0,1,,0
139,10,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,0,0,1,0,0,34,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,140,9,400,2,31,31,0,7,33,0,0,1,1,0,1,1994,0,0,1,,0
140,7,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,3,0,0,1,0,0,51,1,0,1,0,0,0,0,0,0,0,1,0,0,69001,141,11,400,4,31,31,1,8,45.5,0,0,1,3,0,1,1994,0,1,0,,0
141,6,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,0,0,1,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,142,3,400,4,31,31,1,6,33,0,0,1,3,0,1,1994,0,0,1,,0
142,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,0,1,0,0,52,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,143,10,400,4,31,31,0,8,45.5,0,0,0,3,0,6.5,1994,1,0,0,,0
143,2,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,3,0,0,1,0,0,61,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,144,8,400,2,31,31,2,8,58,0,0,1,0,0,1,1994,0,1,0,,0
144,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,1,0,0,0,25,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,145,1,400,4,31,31,2,5,28,0,0,1,3,0,1,1994,1,0,0,,0
145,11,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,1,0,0,1,0,0,41,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,146,6,400,1,31,31,0,7,38,0,0,1,0,0,1,1994,0,0,1,,0
146,9,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,3,0,1,0,0,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,147,10,400,1,31,31,0,6,33,0,0,1,0,0,1,1994,1,0,0,,0
147,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,0,0,1,0,0,39,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,148,1,400,3,31,31,0,8,38,0,0,1,6,0.5,2,1994,0,0,1,,1
148,6,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,149,13,400,1,31,31,0,6,33,0,0,1,0,0,1,1994,0,1,0,,0
149,5,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,0,1,0,50,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,150,15,400,4,31,31,0,8,45.5,0,0,1,0,0,1,1994,0,1,0,,0
150,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,1,0,1,0,0,31,0,0,0,0,0,0,1,0,0,0,0,0,1,24500,151,8,400,1,31,31,2,7,33,0,0,1,6,0,1,1994,0,1,0,,0
151,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,23,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,152,8,400,4,31,31,5,5,28,0,0,1,3,0,1,1994,1,0,0,,0
152,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,1,0,0,0,31,0,0,0,1,0,0,0,0,0,0,1,0,0,34500,153,10,400,3,31,31,1,7,33,0,0,1,1,0,1,1994,1,0,0,,0
153,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,0,0,1,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,154,2,500,3,31,31,2,7,45.5,0,0,1,6,2.5,1,1994,0,0,1,,0
154,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,0,0,0,33,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,155,8,400,3,31,31,2,6,33,0,0,1,0,0,1,1994,1,0,0,,0
155,1,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,30,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,156,6,400,2,31,31,5,6,33,0,0,1,3,0,1,1994,1,0,0,,0
156,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,1,0,0,44,1,0,0,0,0,0,1,0,0,0,0,0,1,49500,157,13,400,1,31,31,5,8,38,0,0,1,0,0,1,1994,0,1,0,,0
157,1,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,0,0,1,0,0,46,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,158,13,400,2,31,31,1,7,45.5,0,0,1,6,0,1,1994,0,0,1,,0
158,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,0,31,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,159,11,400,4,31,31,2,6,33,0,0,1,3,0,1,1994,1,0,0,,0
159,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,5,0,0,1,0,0,48,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,160,5,400,3,31,31,2,8,45.5,0,0,1,0,0,1,1994,1,0,0,,0
160,12,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,1,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,69001,161,12,400,3,31,31,0,6,33,0,0,1,0,0,1,1994,0,0,1,,1
161,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,0,1,0,0,0,16.5,1,0,0,1,0,0,0,0,0,0,1,0,0,69001,162,3,400,1,31,31,2,0,16.5,0,0,1,0,0,1,1994,1,0,0,,0
162,1,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,1,1,0,0,0,37,0,0,0,1,0,0,0,0,0,0,1,0,0,69001,163,5,400,3,31,31,1,7,38,0,0,1,1,0,1,1994,1,0,0,,0
163,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,0,1,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,1,19999,164,3,400,3,31,31,0,7,38,0,0,1,0,0,1,1994,0,0,1,,0
164,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,1,0,0,32,0,0,0,0,0,0,1,0,0,0,0,0,1,34500,165,14,400,1,31,31,5,4,33,0,0,1,1,0,3.5,1994,0,1,0,,0
165,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,1,0,0,57,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,166,4,400,1,31,31,2,8,58,0,0,1,3,0,1,1994,1,0,0,,0
166,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,167,8,400,2,31,31,1,8,58,0,0,1,0,0,1,1994,0,0,1,,0
167,10,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,2,1,1,0,0,0,27,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,168,12,400,4,31,31,0,6,33,0,0,1,1,0,1,1994,0,1,0,,0
168,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,7,2,0,0,1,0,0,42,1,0,0,0,1,0,0,0,0,0,0,1,0,69001,169,6,400,4,31,31,2,8,38,0,0,1,0,6,2,1994,0,0,1,,0
169,5,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4,0,0,1,0,0,57,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,170,7,400,1,31,31,2,8,58,0,0,1,6,0,1,1994,1,0,0,,0
170,3,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,0,1,0,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,171,2,400,3,31,31,0,7,33,0,0,1,6,0,1,1994,0,0,1,,0
171,3,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,0,29,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,172,7,400,2,31,31,2,7,33,0,0,1,6,0,1,1994,1,0,0,,0
172,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,4,0,0,1,0,0,36,1,0,0,0,0,0,1,0,0,0,0,0,1,34500,173,2,400,4,31,31,0,7,38,0,0,1,0,0,1,1994,0,1,0,,0
173,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,28,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,174,2,400,4,31,31,2,6,33,0,0,1,1,0,1,1994,1,0,0,,0
174,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,0,0,0,32,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,175,14,400,1,31,31,1,6,33,0,0,1,1,0,1,1994,0,0,1,,0
175,2,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,1,0,0,0,33,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,176,1,400,2,31,31,0,6,33,0,0,1,0,0,1,1994,0,0,1,,0
176,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,2,0,0,1,0,0,37,1,0,0,0,0,1,0,0,0,0,0,0,1,34500,177,1,400,2,31,31,2,8,38,0,0,1,3,0,1,1994,0,0,1,,0
177,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,1,0,0,0,26,1,0,0,1,0,0,0,0,0,0,1,0,0,24500,178,16,400,3,31,31,5,6,33,0,0,1,6,0,1,1994,1,0,0,,0
178,1,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,1,0,0,53,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,179,5,400,1,31,31,1,8,45.5,0,0,1,1,0,1,1994,0,0,1,,0
179,1,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,180,12,400,3,31,31,1,8,45.5,0,0,1,0,0,1,1994,0,0,1,,0
180,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,1,0,0,74,1,0,0,0,0,1,0,0,0,0,0,0,1,19999,181,8,400,4,31,31,2,8,66,0,0,1,1,0,1,1994,0,0,1,,0
181,6,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,4,0,0,1,0,0,50,1,0,0,0,0,0,1,0,0,0,0,0,1,24500,182,3,400,2,31,31,1,7,45.5,0,0,1,0,0,1,1994,0,1,0,,0
182,6,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,2,0,1,0,0,0,27,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,183,3,400,4,31,31,0,6,33,0,0,1,0,1,1,1994,0,0,1,,0
183,12,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,1,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,184,7,400,1,31,31,5,8,45.5,0,0,1,6,0,1,1994,0,0,1,,0
184,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,55,0,0,0,0,0,1,0,0,0,0,0,0,1,24500,185,2,400,2,31,31,0,7,45.5,0,0,1,3,0,1,1994,0,0,1,,0
185,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,48,1,0,0,0,0,1,0,0,0,0,0,0,1,24500,186,10,400,4,31,31,0,8,45.5,0,0,1,6,0,1,1994,0,0,1,,0
186,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,1,0,0,0,16.5,0,0,0,1,0,0,0,0,0,0,1,0,0,69001,187,8,400,4,31,31,2,0,16.5,0,0,1,0,0,1,1994,1,0,0,,0
187,12,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,0,1,0,0,54,0,0,0,1,0,0,0,0,0,0,1,0,0,24500,188,10,400,4,31,31,1,7,45.5,0,0,1,0,0,1,1994,1,0,0,,0
188,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,36,1,0,0,1,0,0,0,0,0,0,1,0,0,34500,189,14,400,1,31,31,5,7,38,0,0,1,6,0,1,1994,1,0,0,,0
